palabra,frecuencia
barrigón,5
barril,12
barriles,10
barrilete,4
barriletes,1
barrillos,1
barrio,415
barrios,90
barrizal,1
barrizales,1
barro,132
barroco,29
barrocos,9
barroquismo,8
barros,9
barrote,1
barrotes,32
barrunto,8
barruntos,1
bartola,1
barucho,1
barullo,21
barzanis,1
barítono,4
barómetro,7
barómetros,2
barón,13
basada,83
basadas,25
basalto,11
basamento,2
basca,17
bascas,2
basculadores,1
base,504
bases,155
basicidad,4
basics,1
basilisco,9
basket,13
basquiña,3
basta,322
bastarda,5
bastardas,3
bastardilla,2
bastardo,18
bastardos,9
bastardía,2
baste,34
bastedad,1
bastianitis,3
bastidor,9
bastidores,13
bastimento,1
bastimentos,3
bastiones,3
bastión,9
basto,6
bastonazos,1
bastoncito,2
bastones,26
bastos,11
bastón,68
basura,121
basurales,2
basuras,24
basurera,1
basurero,7
basureros,6
basurita,1
basuritas,1
basílica,22
bata,66
batacazo,6
batacazos,1
batahola,2
batalla,266
batallador,1
batallas,68
batallita,1
batallitas,3
batallón,36
batas,5
batea,3
bateas,4
baterista,2
batería,39
baterías,26
bates,1
batey,3
batiburrillo,6
batida,27
batidas,11
batido,13
batidor,1
batidoras,2
batidos,7
batiente,7
batientes,5
batifondo,1
batihoja,1
batik,1
batines,3
batones,1
batracio,6
batracios,4
batuecos,5
baturro,3
batuta,15
batín,5
batón,2
bauprés,1
bautismo,20
bautistas,1
bautizandos,1
bautizo,16
bautizos,6
bauxita,1
bayas,7
bayeta,8
bayetas,4
bayoneta,6
bayonetas,7
baza,33
bazar,8
bazares,5
bazarin,2
bazas,11
bazo,15
bazofia,8
bazofias,2
bañadera,2
bañado,17
bañador,14
bañadores,4
bañera,37
bañeras,4
bañista,19
bañistas,10
bañito,1
baño,275
baños,47
baúl,34
baúles,24
be,12
beata,16
beatas,13
beatería,3
beatificación,11
beatitud,12
beatle,3
beato,6
beatos,4
beautiful,9
bebedizos,3
bebedor,12
bebedoras,2
bebedores,13
beber,166
bebida,68
bebidas,64
bebido,40
bebita,1
bebé,95
bebés,55
beca,21
becados,6
becarios,2
becas,17
becerro,8
becerros,1
bedel,23
bedeles,2
bedelio,1
beduinos,2
begardo,1
begardos,2
begonias,2
beguinería,1
behaviorismo,1
beige,7
beisbol,2
bejuco,2
bejucos,3
bejín,1
bel,4
beldad,4
beldades,2
belen,2
belenes,5
belfo,2
belfos,3
belga,48
belgas,25
belicismo,1
belicosidad,3
beligerancia,8
beligerancias,1
beligerantes,5
belitres,1
bellacos,3
belladona,1
belle,5
belleza,407
bellezas,11
bellezón,1
bellota,3
bellotas,5
bellotera,1
bellotero,2
bellísima,29
bellísimas,6
bellísimo,13
belén,51
bemol,1
ben,7
benaventina,1
bencedrina,2
benceno,4
bencina,11
bendiciones,13
bendición,28
bendita,30
bendito,41
benditos,13
benedictino,3
benedictinos,2
benefactor,7
benefactora,2
benefactoras,3
benefactores,2
beneficencia,9
beneficiado,20
beneficiados,9
beneficiaria,4
beneficiarias,1
beneficiario,20
beneficiarios,14
beneficio,157
beneficios,141
beneplácito,11
beneplácitos,1
benevolencia,27
benevolencias,1
bengala,6
bengalas,4
benignidad,3
benjamín,5
benjuí,2
bentos,3
benzodiacepinas,3
benzodiazepina,2
benzodiazepinas,5
beodo,1
bequita,1
berberecho,1
berberechos,1
bereberes,6
berenjena,4
berenjenal,1
berenjenales,4
berenjenas,7
bergamasca,1
bergamota,2
bergantes,1
bergantín,1
berilio,2
berilo,2
berlina,3
berlineses,4
berlinés,6
bermejos,3
bermellón,5
bermudas,4
bernardo,40
berrenchines,1
berrido,6
berridos,3
berrinche,2
berrinches,1
berrocales,1
berros,3
berruga,1
berza,3
berzas,2
besadores,1
besamanos,2
besazo,1
besito,3
besitos,1
beso,165
besos,83
bessem,1
best,7
bestezuela,2
bestezuelas,2
bestia,79
bestialidad,2
bestialidades,1
bestialismo,3
bestiario,2
bestias,50
bestseller,2
bestsellers,1
besuqueo,3
besuqueos,1
beta,30
betabloqueante,1
betacarbolinas,1
betacaroteno,7
betaendorfina,1
betas,1
betel,1
betún,12
bey,1
bezoar,1
bibelots,2
biberón,17
biblia,56
biblias,4
bibliobús,1
bibliografía,10
biblioteca,163
bibliotecaria,6
bibliotecario,12
bibliotecarios,5
bibliotecas,24
bibliófilas,1
bibliófilo,4
bibliógrafos,1
bicarbonato,6
bicarbonatos,1
bicefalia,1
bicentenario,1
bicha,8
bicharracos,2
bichas,2
bichejo,1
bichejos,1
bicheros,1
bichicomes,1
bichito,3
bichitos,6
bicho,44
bichos,22
bici,3
bicicleta,67
bicicletas,19
bicis,1
bicoca,2
bicolores,1
bicornio,8
bicromato,1
bicrucífera,1
bidet,3
bidones,19
bidé,3
bidés,2
bidón,5
biela,1
bielas,4
bielorruso,2
bien,3744
bienaventurada,2
bienaventurado,2
bienaventurados,9
bienaventuranza,1
bienaventuranzas,1
bienes,134
bienestar,110
bienhechores,1
bienio,4
bienvenida,34
bienvenidas,2
bife,3
bifes,1
bifurcaciones,3
bifurcación,13
big,4
bigamia,1
bigbang,7
bigotazo,3
bigotazos,1
bigote,128
bigotera,1
bigoteras,1
bigotes,38
bigotillo,8
bigotillos,1
bigotito,13
bigotitos,1
bigotones,1
bigotudo,8
bigotudos,4
bigotón,11
bigudí,1
bikini,5
bikinis,1
bilateralización,1
bilbaíno,7
bilbaínos,1
bilingüismo,2
bilirrubina,1
bilis,10
billar,22
billares,3
billete,45
billetera,2
billeteras,1
billetero,3
billetes,92
billetito,1
billetitos,1
billones,53
billón,19
bimba,2
biministro,2
bingo,17
bingos,1
bini,1
binomio,4
bioactivo,1
biochip,6
biochips,5
biocompatibilidad,1
biodraminas,1
bioelectrónica,2
biofilm,9
biofilms,2
biofísica,4
biofísicos,1
biogenética,3
biografiado,2
biografismo,4
biografía,72
biografías,15
bioholografía,1
bioingeniería,2
biolectrónica,1
biologismo,3
biología,75
biologías,1
biomacromoléculas,1
biomananes,1
biomasa,10
biombo,16
biombos,2
biomedicina,4
biomoléculas,3
biopsia,12
biopsias,2
biopsicólogo,1
bioquímica,15
bioquímico,11
bioquímicos,8
biorritmos,1
bios,2
biosensores,2
biosfera,5
biosíntesis,2
biotecnología,20
biotecnólogos,1
biotina,1
biotipos,1
biotopos,8
bioética,3
bip,1
biparticiones,1
bipartición,1
bipartidismo,4
bipedalismo,1
bipedestación,2
bipedismo,1
bipiramidados,1
biplaza,2
bipolaridad,2
bipolarización,6
biquini,2
biquinis,1
birdie,6
birdies,3
birmana,2
birmanas,1
birmano,4
birrete,1
birria,4
birrias,2
bis,12
bisabuela,10
bisabuelas,1
bisabuelo,19
bisabuelos,4
bisagra,6
bisagras,4
bisbiseo,4
bisbiseos,3
biscotte,2
biscuit,1
biscuter,24
bisel,2
biselado,2
bises,1
bisexuales,7
bisiesto,5
bisiestos,10
bismuto,2
bisnieto,1
bisnietos,4
bisonte,11
bisontes,3
bisoñez,2
bisoño,5
bistec,4
bistrot,1
bisturí,34
bisturíes,2
bisté,1
bisutería,14
bit,1
bits,10
bitácora,3
biutibox,2
bizantinismos,1
bizarría,1
bizco,9
bizcocho,3
bizcochos,15
bizcochuelo,1
bizcos,5
biznieta,3
biznieto,1
biznietos,2
biáforos,1
biógrafo,8
biógrafos,6
bióloga,2
biólogo,29
biólogos,35
bióxido,3
biútiful,2
bla,4
blablablá,1
blanca,441
blancas,167
blanco,651
blancor,3
blancos,254
blancura,40
blancuras,1
blanden,2
blandenguerías,1
blandones,3
blandura,7
blanduras,2
blanqueador,1
blanqueadores,1
blanqueo,7
blanquillos,2
blasfemia,33
blasfemias,7
blasfemo,9
blastocito,1
blastos,1
blasón,7
blaugrana,6
blaugranas,1
blazer,2
bledo,7
blefarospasmo,2
blended,4
blenorragia,2
blenorragias,1
bleu,2
blindaje,9
blindajes,2
bloc,9
block,2
blocs,1
blonda,2
blondas,3
bloque,67
bloqueadores,1
bloqueo,36
bloqueos,7
bloques,71
blues,6
bluff,4
blusa,61
blusas,7
blusita,3
blusones,4
blusón,9
blástula,1
boa,8
boardillas,2
boato,7
boba,19
bobada,8
bobadas,13
bobadita,1
bobalicona,7
bobaliconería,1
bobalicón,5
bobas,3
bobería,1
boberías,1
bobina,10
bobinas,8
bobo,20
bobos,5
boca,868
bocabajo,3
bocabits,2
bocacalle,6
bocacalles,5
bocadillo,34
bocadillos,26
bocado,30
bocados,6
bocamanga,3
bocamangas,1
bocamina,3
bocana,6
bocanada,17
bocanadas,5
bocarte,1
bocas,45
bocata,3
bocatas,1
bocaza,2
bocazas,1
boceto,6
bocetos,6
bochinche,4
bochinches,1
bochorno,30
bochornos,1
bocina,13
bocinas,7
bocinazo,4
bocinazos,3
bocio,5
bocoyes,1
boda,128
bodas,47
bodega,43
bodegas,20
bodeguero,2
bodegueros,2
bodeguilla,4
bodeguita,1
bodeguitas,2
bodeguiya,1
bodegón,6
bodrio,4
body,4
bodys,1
boers,2
bofe,3
bofes,5
bofetada,27
bofetadas,25
bofetones,2
bofetón,14
bofia,2
boga,14
bogas,5
bogavante,2
bogavantes,3
bogey,2
bogeys,3
boggey,1
bohardillas,2
bohardillón,1
bohemia,16
bohemio,14
bohemios,5
bohío,5
bohíos,1
boicot,26
boicoteo,3
boina,32
boinas,13
boite,8
boites,3
boj,10
bojes,1
bojíos,4
bola,80
bolas,31
bolchevique,12
bolcheviques,2
bolchevismo,1
bolera,1
bolero,12
boleros,15
boletería,1
boletines,8
boleto,9
boletos,8
boletín,15
boli,1
boliches,1
bolillos,7
bolita,9
bolitas,8
bolivarianos,2
boliviano,14
bolivianos,8
bollería,2
bollicaos,1
bollitos,2
bollo,11
bollos,7
bolo,3
bolondros,1
bolos,8
boloñesa,1
bolsa,226
bolsas,87
bolsazos,1
bolsillito,1
bolsillitos,1
bolsillo,216
bolsillos,74
bolsita,7
bolsitas,4
bolsito,1
bolsiílo,1
bolso,76
bolsones,1
bolsos,4
bolsín,1
bolsón,2
boludo,6
bolígrafo,31
bolígrafos,10
bolívar,11
bomba,147
bombacha,1
bombachas,1
bombachos,4
bombardas,1
bombardeo,32
bombardeos,27
bombardero,4
bombarderos,6
bombas,111
bombazo,9
bombazos,2
bombeo,9
bombeos,1
bombero,10
bomberos,43
bombilla,30
bombillas,19
bombillita,3
bombista,1
bombita,2
bombo,10
bombona,4
bombonas,2
bombonera,2
bombonería,1
bombones,21
bombos,5
bombín,2
bombón,10
bon,7
bonachoneria,1
bonanza,19
bonanzas,1
bonapartismo,1
bondad,83
bondades,19
bonete,2
bonetes,3
bongwutsi,3
bongó,1
boniato,1
boniatos,1
bonificaciones,4
bonistas,2
bonito,113
bonitos,14
bono,10
bonobús,3
bonoloto,2
bonos,20
bonzo,1
boom,26
boomerang,4
booms,1
boqueada,1
boqueadas,4
boquerones,4
boquerón,13
boquete,6
boquetes,1
boquetitos,1
boquilla,22
boquillas,1
boquita,11
boquitas,1
boratos,5
borborigmos,1
borbotones,3
borbotón,5
borbón,2
borceguíes,2
borda,32
bordada,8
bordadas,8
bordado,22
bordadora,1
bordados,19
bordas,4
borde,196
bordeleses,2
bordes,59
bordillo,15
bordillos,3
bordo,19
bordolés,1
bordoneo,1
bordón,2
borgoña,11
borgoñon,1
borla,4
borlas,5
boro,4
borona,1
borra,32
borracha,19
borrachera,29
borracheras,15
borrachines,1
borracho,89
borrachos,44
borrachuzo,1
borrachín,7
borrador,31
borradores,9
borrajas,4
borrasca,11
borrascas,2
borrego,6
borregos,5
borrica,3
borrico,5
borricos,2
borrillos,1
borrones,3
borrón,3
boscaje,4
boscajes,2
bosnio,7
bosnios,18
bosones,5
bosque,273
bosquecillo,8
bosquecillos,1
bosquejos,2
bosques,81
bosquimanos,1
bosta,1
bostezo,23
bostezos,4
bosón,2
bota,29
botafumeiros,1
botamen,1
botarate,2
botas,134
bote,58
botecitos,1
botella,177
botellas,90
botellazo,3
botelleros,1
botellines,1
botellita,6
botellitas,3
botellín,2
boteros,1
botes,14
botica,14
boticaria,2
boticario,12
boticarios,3
boticas,3
botijero,1
botijo,4
botijos,4
botillería,1
botin,1
botines,15
botiquín,10
botitos,1
boto,1
botonadura,7
botoncito,2
botones,76
botulismo,2
botánica,7
botánico,11
botánicos,1
botín,63
botón,75
bou,1
bouade,1
boue,1
bouquet,1
bourbon,3
bourgeois,4
bourguignon,1
boutade,3
boutades,2
boutique,10
boutiques,7
boxeador,17
boxeadores,5
boxeo,18
boxer,4
boxes,6
boya,2
boyas,3
bozal,2
bozo,6
bozos,1
boína,1
boñiga,2
braceo,3
braceros,5
bracete,1
bracito,4
bracitos,3
braga,4
bragada,1
bragas,39
bragazas,1
braguero,2
bragueros,1
bragueta,27
braguetas,1
braguetazo,4
braguita,2
braguitas,6
brainstorming,3
brama,4
bramante,2
bramantes,1
bramido,12
bramidos,5
brandy,8
brandys,2
branquias,3
brasa,27
brasas,36
brasero,15
braseros,3
brasileras,3
brasileros,2
brasileña,33
brasileño,35
brasileños,24
brasita,1
brassiere,2
brava,15
bravas,7
bravata,3
bravatas,4
bravuconada,1
bravuconadas,1
bravucón,6
bravura,4
brazada,1
brazadas,2
brazalete,16
brazaletes,5
brazas,3
brazo,402
brazos,565
brazotes,2
braña,1
brañas,1
brea,5
break,1
breakthrough,1
brebaje,12
brebajes,4
brecha,28
brechas,6
brega,6
brete,5
bretel,2
bretones,4
bretón,3
breva,8
brevas,2
breve,286
brevedad,14
breves,100
breviario,6
breviarios,3
brevísima,7
brevísimos,1
brezal,3
brezales,1
brezo,7
brezos,8
breña,1
breñales,1
breñas,1
brial,1
bribona,2
bribones,3
bribón,5
bricolaje,4
brida,3
bridas,4
bridge,3
brie,3
briega,2
brigada,38
brigadas,16
brigadier,4
brigadista,1
brik,1
brillante,217
brillantes,128
brillantez,23
brillantinas,1
brillo,137
brillos,25
brinco,12
brincos,11
brindis,16
brisa,102
brisas,6
brisca,2
britanos,1
británica,79
británicas,22
brizna,16
briznas,5
briófitos,2
broca,18
brocado,7
brocados,8
brocal,11
brocales,1
brocas,3
brocha,12
brochas,1
brochazo,4
brochazos,6
broche,22
broches,5
brocheta,1
broker,9
brokers,6
broma,134
bromas,75
bromista,8
bromistas,2
bromita,1
bromitas,1
bromo,2
bromuro,1
bronca,30
broncas,11
broncazo,1
bronce,60
bronceado,13
bronceador,4
bronceadora,2
bronceadoras,2
bronceados,4
bronces,7
broncodilatador,1
bronconeumonía,3
bronquio,1
bronquios,12
bronquitis,7
brookers,1
broquel,1
brota,29
brote,18
brotecito,1
brotes,24
brownie,1
bruja,53
brujas,47
brujeras,1
brujería,8
brujerías,3
brujilla,1
brujita,1
brujo,27
brujos,17
bruma,39
brumas,15
bruno,9
brusca,39
bruscas,6
brusco,44
bruscos,19
brusquedad,21
brusquedades,2
bruta,19
brutal,81
brutales,15
brutalidad,36
brutalidades,2
bruto,43
brutos,9
bruñida,5
bruñidor,1
brécoles,1
brío,25
bríos,9
brócoli,1
brújula,14
brújulas,3
bubas,4
bucaneros,3
buceador,2
buceadores,1
buceo,3
buche,10
buches,3
buchitos,1
bucle,8
buclecito,1
bucles,22
bucólico,8
buda,14
budismo,5
budistas,3
buduar,1
budín,1
bueniña,1
buey,22
bueyes,16
bufanda,24
bufandas,7
bufandita,1
bufet,1
bufete,8
bufetes,3
buffet,4
bufido,4
bufidos,6
bufona,1
bufonadas,2
bufones,2
bufón,11
buga,2
bugambillas,1
bugas,1
buhardilla,24
buhardillas,4
buhardillones,1
buhonero,2
buhoneros,2
buick,4
buitre,20
buitres,30
bujarrones,2
bujarrón,3
bujero,1
bujía,4
bujías,6
bula,4
bulas,2
bulbilla,1
bulbo,1
bulbos,8
bulerías,2
bulevar,3
bulevares,8
bulimia,11
bulimias,1
bulla,10
bullanga,1
bullarengue,3
bullas,1
bulldog,1
bulldozer,1
bulldozers,2
bullerío,2
bullicio,31
bulls,3
bulo,2
bulos,6
bultito,4
bultitos,6
bulto,75
bultos,35
bulímico,1
bulímicos,1
bulín,2
bumerán,1
bundesbank,6
bungalow,2
bunker,3
bunquerización,1
buque,91
buques,50
burbuja,11
burbujas,22
burbujeo,2
burbujitas,1
burda,12
burdel,30
burdeles,18
burdeos,18
bureo,1
burgo,4
burgos,45
burguesa,50
burgueses,29
burguesita,2
burguesitas,1
burguesía,88
burguesías,2
burgués,51
buriles,1
burla,59
burladero,1
burlador,3
burlas,21
burlona,22
burlonas,3
burlones,8
burlón,19
burocracia,34
burocracias,4
burocratismo,1
burocratización,5
burra,15
burraca,1
burracas,1
burrada,5
burradas,2
burras,1
burricie,1
burrita,2
burrito,1
burritos,1
burro,78
burros,11
burujos,2
buró,1
burócrata,10
burócratas,11
bus,3
busca,468
buscada,6
buscador,8
buscadora,2
buscadoras,1
buscadores,16
buscapiés,1
buscapleitos,1
buscas,16
buscavidas,2
busco,35
buscona,1
buses,2
business,7
busto,38
bustos,21
butaca,51
butacas,24
butacones,3
butacón,16
butadieno,2
butano,14
butaquita,1
butaquitas,1
butic,1
butifarra,11
butifarras,2
butronero,2
butroneros,1
butrón,3
buyo,25
buzo,12
buzonazo,1
buzones,7
buzos,2
buzón,19
buñuelo,2
buñuelos,8
bytes,1
báculo,1
báculos,1
bálsamo,20
bálsamos,1
bálticas,1
bárbara,26
bárbaro,27
bárbaros,33
bártulos,12
báscula,9
básculas,1
bávara,1
béisbol,13
bético,1
béticos,1
bíceps,16
bípedo,7
bípedos,4
bóers,5
bólido,6
bórax,2
bóveda,29
bóvedas,13
búcaro,2
búcaros,4
búfalo,22
búfalos,1
búho,25
búhos,9
búlgara,4
búlgaro,12
búlgaros,4
búnker,8
búnquer,2
búsqueda,192
búsquedas,3
c,133
ca,5
cabalgada,5
cabalgadas,5
cabalgadura,7
cabalgaduras,4
cabalgata,14
cabalgatas,1
cabalistas,3
caballa,5
caballada,1
caballejo,2
caballerete,2
caballerito,2
caballeriza,4
caballerizas,10
caballerizo,1
caballero,190
caballeros,95
caballerosidad,5
caballería,55
caballerías,15
caballete,15
caballetes,4
caballista,1
caballistas,1
caballito,7
caballitos,4
caballo,354
caballos,185
cabaret,20
cabaretera,1
cabaretística,3
cabaré,8
cabarés,3
cabaña,30
cabañas,10
cabañuelas,1
cabe,421
cabeceo,2
cabecera,68
cabeceras,11
cabecero,2
cabecilla,6
cabecillas,7
cabecita,10
cabecitas,7
cabellera,42
cabelleras,9
cabello,143
cabellos,109
cabestro,1
cabestros,1
cabeza,1978
cabezada,6
cabezadas,4
cabezadita,1
cabezal,1
cabezales,1
cabezas,190
cabezazo,7
cabezazos,2
cabezona,4
cabezonería,5
cabezorro,1
cabezota,8
cabezotas,1
cabezón,8
cabida,29
cabila,1
cabildeos,2
cabildo,12
cabina,78
cabinas,20
cable,78
cableado,8
cables,47
cabo,504
cabos,24
cabotaje,1
cabra,63
cabrahígos,1
cabraliego,1
cabras,43
cabreo,20
cabrero,3
cabrestantes,1
cabria,3
cabrillas,1
cabrilleo,2
cabriola,3
cabriolas,10
cabriole,6
cabritas,1
cabritera,3
cabritilla,3
cabritillo,3
cabritillos,2
cabrito,11
cabritos,3
cabronada,2
cabronadas,2
cabronazo,1
cabrones,12
cabrón,41
cabás,2
caca,14
cacahuates,1
cacahuete,8
cacahuetes,27
cacao,11
cacareo,2
cacareos,4
cacas,1
cacatúa,2
cacatúas,2
cacerola,3
cacerolas,7
cacería,14
cacerías,14
cacha,3
cachacos,1
cachalote,5
cachalotes,1
cacharrería,3
cacharritos,2
cacharro,9
cacharros,12
cachas,14
cachavazos,1
cachaza,2
cachemir,6
cachemira,11
cachemires,2
cacheo,1
cacheos,2
cachet,1
cachete,1
cachetes,3
cachetito,1
cachetitos,1
cachimba,7
cachimbas,1
cachiporra,2
cachito,3
cachitos,1
cachivache,1
cachivaches,8
cacho,11
cachondeo,25
cachondeos,2
cachondona,3
cachorra,2
cachorro,18
cachorros,15
cachos,3
cachureo,1
cachás,1
cacillo,2
cacique,11
caciques,8
caciquismo,2
cacofonía,2
cacofonías,1
cacos,5
cactus,10
cacumen,2
cadalso,8
cadaver,3
cadaverina,1
cadena,327
cadenas,210
cadencia,22
cadencias,4
cadeneta,1
cadenillas,1
cadenita,3
cadenitas,1
cadenón,1
cadera,32
caderamen,1
caderas,80
caderitas,1
cadete,11
cadetes,8
cadmio,7
caduceo,1
caducidad,12
caducidades,1
cadáver,216
cadáveres,116
cadí,1
caenas,3
cafard,1
cafecito,1
cafelito,1
cafetales,1
cafetera,8
cafeteras,2
cafetería,59
cafeterías,7
cafetines,1
cafetito,2
cafeína,5
cafiaspirinas,1
cafiches,1
cafinitrina,1
cafre,2
caftan,2
caftanes,1
caftán,1
café,434
cafés,44
cagadas,2
cagadita,1
cagaleras,1
cagalón,1
cagarrinas,1
cagarruta,3
caid,2
caida,2
caimanes,4
caimán,5
cainitas,2
caipira,2
caipiriña,1
caipiriñas,1
caireles,2
caja,252
cajas,118
cajecilla,1
cajera,2
cajeras,1
cajero,20
cajeros,19
cajetilla,9
cajetillas,3
cajetines,2
cajetín,2
cajista,2
cajistas,1
cajita,12
cajitas,5
cajoncito,1
cajoncitos,1
cajonera,1
cajoneras,1
cajones,23
cajón,100
cajún,1
cal,33
cala,16
calabacines,3
calabacín,2
calabaza,14
calabazas,9
calabobos,1
calabocillos,1
calabozo,19
calabozos,13
calabresa,1
calada,19
caladas,5
caladero,2
caladeros,9
calado,25
calados,5
calafate,2
calahorra,2
calamar,3
calamares,8
calambrazos,1
calambre,3
calambres,5
calambur,1
calamidad,16
calamidades,21
calamina,1
calandria,1
calandrias,1
calar,3
calas,6
calavera,31
calaveradas,1
calaveras,8
calaña,5
calañas,1
calañés,2
calcañar,1
calcedonia,3
calceta,5
calcetas,2
calcetines,47
calcetín,8
calchaquíes,5
calcificación,2
calcio,40
calcita,4
calco,9
calcomanía,1
calcomanías,2
calculador,5
calculadora,12
calculadoras,4
calculadores,3
caldeo,1
caldeos,4
caldera,21
calderadas,1
calderas,11
caldereta,1
calderilla,5
calderillo,1
caldero,14
calderos,6
caldillo,1
caldo,62
caldos,5
calefacciones,1
calefacción,33
calefactor,2
caleidoscopio,8
caleidoscopios,1
calendario,79
calendarios,17
calendas,1
calentador,1
calentamiento,21
calentona,2
calentura,11
calenturas,2
calentón,3
calesa,1
calesero,4
caletre,7
calibre,33
calibres,2
calicó,4
calidad,420
calidades,10
calidez,8
calidoscopio,2
calientapollas,5
califa,14
califas,4
calificaciones,15
calificación,29
calificativo,18
calificativos,9
californiano,7
californianos,6
caligrafía,27
caligrafías,1
caligrama,1
calima,1
calimas,1
calina,2
caliqueño,4
caliqueños,1
caliza,1
calizas,1
calla,60
callada,45
calladita,2
calladito,5
calladitos,2
callao,8
callas,6
calle,1345
callecica,1
callecita,4
callecitas,6
calleja,13
callejas,23
callejeo,1
callejero,19
callejeros,21
callejones,18
callejuela,11
callejuelas,16
callejón,37
calles,463
callista,1
callo,17
callos,35
callosidades,2
calma,172
calmadamente,1
calmador,1
calmante,6
calmantes,8
calmas,3
calmodulina,2
calofrío,1
calor,460
calorcillo,7
calorcito,5
calores,18
calorias,1
calorina,1
calorías,26
calorímetro,2
calorímetros,5
calorón,1
calotipos,1
calumnia,10
calumnias,14
calunnia,1
calva,26
calvario,34
calvarios,3
calvas,3
calvero,2
calveros,2
calvicie,9
calvinismo,1
calvinistas,2
calvo,46
calvos,7
calypso,2
calypsos,3
calza,6
calzada,32
calzadas,8
calzado,52
calzadoras,1
calzadores,1
calzados,6
calzas,6
calzonazos,3
calzoncillo,5
calzoncillos,46
calzones,8
calzos,1
calzón,13
caléndula,1
caléndulas,3
calés,3
calígine,1
calígrafo,1
caló,6
cama,764
camada,7
camadas,2
camafeo,3
camafeos,2
camaleón,5
camara,1
camarada,34
camaradas,34
camaradería,15
camaranchones,1
camarera,22
camareras,5
camarero,148
camareros,48
camareta,12
camaretas,5
camarilla,7
camarillas,2
camarin,6
camarines,1
camarista,1
camarlengo,2
camarones,4
camarote,89
camarotes,13
camarín,6
camarógrafos,1
camarón,2
camas,60
camastro,12
camastrones,1
camastros,5
cambalache,2
cambalaches,1
cambiada,12
cambiante,34
cambiazo,4
cambiazos,1
cambio,669
cambios,304
cambista,4
cambra,4
camelia,4
camelias,7
camelleros,2
camello,13
camellos,20
camelo,4
camerino,4
camerinos,2
camerunés,6
camilla,37
camillas,4
camillero,1
camilleros,2
caminante,7
caminantes,10
caminata,15
caminatas,5
caminillo,1
caminito,4
camino,1153
caminos,229
camionero,12
camioneros,14
camiones,87
camioneta,13
camionetas,1
camisa,171
camisas,50
camisería,2
camiseta,57
camisetas,34
camisola,3
camisolas,2
camisoncitos,1
camisones,3
camisón,32
camita,6
camión,120
camorra,8
camorristas,2
camota,4
camote,1
campamento,57
campamentos,20
campana,59
campanada,8
campanadas,24
campanario,12
campanarios,2
campanas,73
campaniles,1
campanilla,30
campanillas,12
campanillazo,2
campanillazos,3
campanilleo,2
campanillera,1
campanilleros,2
campanita,3
campanitas,1
campartidas,1
campaña,380
campañas,111
campañías,1
campechana,7
campechanería,1
campechano,9
campechanía,3
campeona,26
campeonas,1
campeonato,103
campeonatos,31
campeones,48
campeonísimo,1
campera,3
camperas,2
campesina,27
campesinado,6
campesinas,8
campesinita,1
campesino,53
campesinos,102
campeón,156
camping,8
campings,1
campistas,1
campito,2
campiña,10
campiñas,1
campo,1034
campos,324
camposanto,6
camposantos,2
campus,11
campánula,1
camuflaje,14
camuflajes,2
can,11
cana,4
canadiense,19
canadienses,10
canal,174
canalera,1
canales,104
canalillo,3
canalillos,3
canalizaciones,2
canalización,10
canalla,28
canallada,3
canalladas,3
canallas,7
canallescas,1
canalones,2
cananas,1
canapé,7
canapés,17
canario,31
canarios,20
canas,42
canasta,27
canastas,10
canastilla,1
canastillas,1
canastillo,1
canastita,1
canasto,5
canastos,1
cancanes,1
cancel,2
cancela,25
cancelación,4
cancelas,1
cancerbera,2
cancerbero,4
cancha,44
canchal,1
canchales,2
canchas,8
cancho,1
canchos,1
canciller,29
cancilleres,1
cancillería,11
cancillerías,8
cancioncidio,1
cancioncilla,8
cancioncillas,1
cancionero,6
cancioneros,3
canciones,122
canción,175
candado,11
candados,3
candela,5
candelabro,2
candelabros,16
candeladas,1
candelas,5
candelero,5
candeleros,3
candidata,6
candidatas,7
candidato,132
candidatos,90
candidatura,66
candidaturas,21
candidez,4
candidiasis,3
candil,19
candilejas,7
candiles,3
candonga,1
candor,9
caneca,1
canecas,1
canela,22
canelo,1
canes,1
canesú,4
canforquinona,2
cangrejo,8
cangrejos,15
canguelo,2
canguro,2
canguros,2
canibalismo,6
canica,3
canicas,4
caniche,2
caniches,1
canija,1
canijo,6
canilla,5
canillas,3
caninos,6
canje,5
cannabis,18
canoa,11
canoas,4
canon,13
canones,7
canonización,3
canonjía,2
canotié,1
cansancio,153
cansancios,5
cansión,1
canta,83
cantable,1
cantabrismo,4
cantada,9
cantador,1
cantadores,1
cantaleta,2
cantamañanas,5
cantaor,7
cantaoras,1
cantaores,1
cantar,137
cantares,8
cantarina,3
cantas,2
cantatardes,1
cantatas,2
cantautor,3
cantautores,1
cantazo,1
cantazos,1
cante,37
cantera,28
canteras,8
cantero,1
canteros,4
cantes,7
cantidad,507
cantidades,164
cantil,2
cantilena,3
cantimplora,9
cantimploras,3
cantina,28
cantinas,4
cantinela,12
cantinelas,1
cantinera,1
cantinero,16
canto,119
cantoneras,1
cantor,11
cantoras,2
cantores,6
cantos,55
canturreo,3
canturreos,1
cantón,16
canutas,1
canuto,84
canutos,4
caníbal,5
caníbales,3
canícula,9
canónicas,3
canónigo,24
canónigos,4
caoba,25
caolín,3
caos,102
cap,7
capa,177
capacho,4
capacidad,695
capacidades,64
capacitación,4
capacitancia,1
capada,2
capador,4
capadores,1
caparazones,5
